"tid","s1","s2","s3","s4","s5","thematicheading"
"3659","BJ","01","x","01",,"Fee for services rendered"
"3660","BJ","01","x","02",,"Paying (money) for labour/service"
"3661","BJ","01","x","03",,"Wage structures and scales"
"3662","BJ","01","y",,,"Management of money"
"3663","BJ","01","y","01",,"Income/revenue/profit"
"3664","BJ","01","y","01","a","Profit"
"3665","BJ","01","y","01","b","Getting/making money"
"3666","BJ","01","y","02",,"Expenditure"
"3667","BJ","01","y","02","a","Moderation/reduction in expenditure"
"3668","BJ","01","y","02","b","Waste of money/extravagance"
"3669","BJ","01","y","02","c","Financial loss"
"3670","BJ","01","y","03",,"Solvency"
"3671","BJ","01","y","04",,"Insolvency"
"3672","BJ","01","y","04","a","Indebtedness"
"3673","BJ","01","y","05",,"Keeping accounts"
"3674","BJ","01","y","05","a","Account/statement of"
"3675","BJ","01","y","06",,"Management of national resources"
"3676","BJ","01","z",,,"Financial dealings"
"3677","BJ","01","z","01",,"Types of money-dealing"
"3678","BJ","01","z","02",,"Money-lending"
"3679","BJ","01","z","03",,"Borrowing money"
"3680","BJ","01","z","04",,"Banking"
"3681","BJ","01","z","05",,"Insurance"
"3682","BJ","01","aa",,,"Stocks and shares"
"3683","BJ","01","aa","01",,"Stocks/shares/bonds"
"3684","BK",,,,,"Leisure"
"3685","BK","01",,,,"Entertainment"
"3686","BK","01","a",,,"Playfulness"
"3687","BK","01","b",,,"Frolicking/romping"
"3688","BK","01","c",,,"Place of amusement/entertainment generally"
"3689","BK","01","c","01",,"Fairground/amusement park"
"3690","BK","01","d",,,"A specific form of amusement/ a pastime"
"3691","BK","01","d","01",,"Collecting stamps"
"3692","BK","01","d","02",,"Collecting other articles"
"3693","BK","01","d","03",,"Spotting trains, watching birds, etc."
"3694","BK","01","d","04",,"Game"
"3695","BK","01","d","04","a","Board-game"
"3696","BK","01","d","04","b","Table game"
"3697","BK","01","d","04","c","Billiards/pool/snooker"
"3698","BK","01","d","04","d","Darts"
"3699","BK","01","d","04","e","Card-game"
"3700","BK","01","d","04","f","Card-sharping/cheating"
"3701","BK","01","d","04","g","Games of chance"
"3702","BK","01","d","04","h","Parlour and party games"
"3703","BK","01","d","04","i","Quiz/panel game"
"3704","BK","01","d","04","j","Children's game"
"3705","BK","01","d","05",,"Betting"
"3706","BK","01","d","06",,"Lottery/raffle"
"3707","BK","01","d","07",,"Night-life"
"3708","BK","01","d","08",,"Outing/excursion"
"3709","BK","01","d","09",,"Holiday-making/tourism"
"3710","BK","01","e",,,"Toy/plaything"
"3711","BK","01","e","01",,"Doll"
"3712","BK","01","e","02",,"Soft toy"
"3713","BK","01","e","03",,"Top"
"3714","BK","01","e","04",,"Playground apparatus: swing, see-saw"
"3715","BK","01","e","05",,"Ball/balloon"
"3716","BK","01","e","06",,"Puzzle"
"3717","BK","01","e","07",,"Toy weapons"
"3718","BK","01","e","08",,"Rattles/whirrers"
"3719","BK","02",,,,"Social event"
"3720","BK","02","a",,,"Large/public event"
"3721","BK","02","b",,,"Festive occasion"
"3722","BK","02","b","01",,"Persons and characters"
"3723","BK","02","c",,,"A merry-making/convivial occasion"
"3724","BK","02","c","01",,"Merry-making/conviviality"
"3725","BK","02","c","02",,"Merry-maker"
"3726","BK","02","d",,,"Social gathering"
"3727","BK","02","d","01",,"Party"
"3728","BK","02","e",,,"Fund-raising events"
"3729","BK","02","f",,,"Visit"
"3730","BK","02","f","01",,"Visiting"
"3731","BK","02","f","02",,"Visitor"
"3732","BK","02","g",,,"Hospitality"
"3733","BK","02","g","01",,"Hospitable person"
"3734","BK","02","g","02",,"Guest"
"3735","BK","02","g","03",,"Invitation"
"3736","BK","03",,,,"The Arts"
"3737","BK","03","a",,,"Artist"
"3738","BK","04",,,,"Music"
"3739","BK","04","a",,,"Musical sound"
"3740","BK","04","a","01",,"Sound of instruments"
"3741","BK","04","a","02",,"Volume"
"3742","BK","04","a","03",,"Pitch"
"3743","BK","04","a","04",,"Duration of notes"
"3744","BK","04","a","05",,"Melody/succession of sounds"
"3745","BK","04","a","06",,"Harmony/sounds in combination"
"3746","BK","04","a","06","a","Chord"
"3747","BK","04","b",,,"Piece of music"
"3748","BK","04","c",,,"Type of music"
"3749","BK","04","c","01",,"Folk-music"
"3750","BK","04","c","02",,"Jazz"
"3751","BK","04","c","03",,"Pop music"
"3752","BK","04","c","04",,"Dance-music"
"3753","BK","04","c","05",,"Vocal music"
"3754","BK","04","c","05","a","Religious/devotional"
"3755","BK","04","c","05","b","Opera"
"3756","BK","04","c","05","c","A song"
"3757","BK","04","d",,,"Composing music"
"3758","BK","04","d","01",,"Composer"
"3759","BK","04","e",,,"Written/printed music"
"3760","BK","04","e","01",,"Notation"
"3761","BK","04","f",,,"Performing music"
"3762","BK","04","f","01",,"Singing"
"3763","BK","04","f","01","a","Singing voice"
"3764","BK","04","f","02",,"Playing instruments"
"3765","BK","04","f","02","a","Playing wind instrument"
"3766","BK","04","f","02","b","Playing stringed instrument"
"3767","BK","04","f","02","c","Beating drum"
"3768","BK","04","f","02","d","Bell-ringing"
"3769","BK","04","f","03",,"Conducting"
"3770","BK","04","f","04",,"A performance"
"3771","BK","04","f","04","a","Place of performance/practice"
"3772","BK","04","g",,,"Musician"
"3773","BK","04","g","01",,"Singer"
"3774","BK","04","g","01","a","Company of singers"
"3775","BK","04","g","01","b","Singer of church music"
"3776","BK","04","g","01","c","Opera-singer"
"3777","BK","04","g","02",,"Instrumentalist"
"3778","BK","04","g","02","a","Company of instrumentalists"
"3779","BK","04","g","02","b","Wind player"
"3780","BK","04","g","02","c","String player"
"3781","BK","04","g","02","d","Keyboard player"
"3782","BK","04","g","02","e","Percussion player"
"3783","BK","04","g","03",,"Conductor/leader"
"3784","BK","04","h",,,"Musical instrument"
"3785","BK","04","h","01",,"Wind-instrument"
"3786","BK","04","h","01","a","Pipe"
"3787","BK","04","h","01","b","Horn"
"3788","BK","04","h","01","c","Brass instruments"
"3789","BK","04","h","02",,"Stringed instruments"
"3790","BK","04","h","02","a","Harp/lyre"
"3791","BK","04","h","02","b","Lute-/viol-type parts"
"3792","BK","04","h","02","c","Guitar/lute type"
"3793","BK","04","h","02","d","Bowable instrument"
"3794","BK","04","h","03",,"Keyboard instrument"
"3795","BK","04","h","03","a","Stringed keyboards"
"3796","BK","04","h","03","b","Organ"
"3797","BK","04","h","04",,"Drum"
"3798","BK","04","h","05",,"Bell"
"3799","BK","04","i",,,"Study/science of music"
"3800","BK","04","i","01",,"Music scholar"
"3801","BK","04","j",,,"Music appreciation"
"3802","BK","04","j","01",,"Music lover"
"3803","BK","05",,,,"Visual arts"
"3804","BK","05","a",,,"Work of art"
"3805","BK","05","b",,,"Representation in art"
"3806","BK","05","c",,,"Period/movement/school of art"
"3807","BK","05","c","01",,"Ancient/primitive/pre-Renaissance"
"3808","BK","05","c","02",,"Italian Renaissance/14-16th century"
"3809","BK","05","c","03",,"17th century-mid 19th century"
"3810","BK","05","c","04",,"Late 19th and 20th centuries"
"3811","BK","05","c","05",,"Non-European periods/movements"
"3812","BK","05","d",,,"Painting and drawing"
"3813","BK","05","d","01",,"Light and shade"
"3814","BK","05","d","02",,"Relief and texture"
"3815","BK","05","d","03",,"Perspective"
"3816","BK","05","d","04",,"Painting"
"3817","BK","05","d","05",,"Drawing"
"3818","BK","05","d","06",,"Equipment for painting/drawing"
"3819","BK","05","d","07",,"Display of pictures"
"3820","BK","05","d","08",,"Condition/preservation of paintings"
"3821","BK","05","e",,,"Print-making"
"3822","BK","05","e","01",,"Engraving"
"3823","BK","05","e","02",,"Surface and planographic printing"
"3824","BK","05","e","03",,"Photo-mechanical/process printing"
"3825","BK","05","f",,,"Plastic art"
"3826","BK","05","f","01",,"Sculpture/carving"
"3827","BK","05","f","02",,"Modelling"
"3828","BK","05","f","03",,"Statuary"
"3829","BK","05","g",,,"Architecture"
"3830","BK","05","g","01",,"Pillar"
"3831","BK","05","g","02",,"Column"
"3832","BK","05","g","03",,"Arch"
"3833","BK","05","g","04",,"Architectural ornament"
"3834","BK","05","h",,,"Ornamental art and craft"
"3835","BK","05","h","01",,"Mosaic"
"3836","BK","05","h","02",,"Enamelling"
"3837","BK","05","h","03",,"Ornamental glass-work"
"3838","BK","05","h","04",,"Decoration of china"
"3839","BK","05","h","05",,"Artistic work in metal"
"3840","BK","05","h","06",,"Gilding and silvering"
"3841","BK","05","h","07",,"Pattern/design"
"3842","BK","05","i",,,"Photography"
"3843","BK","05","i","01",,"Photographer"
"3844","BK","05","i","02",,"A photograph"
"3845","BK","05","i","03",,"Action of taking photograph"
"3846","BK","05","i","04",,"Camera"
"3847","BK","05","i","05",,"Plates and films"
"3848","BK","05","i","06",,"Photographic processes"
"3849","BK","05","i","07",,"Viewing of photographs"
"3850","BK","06",,,,"Literature"
"3851","BK","06","a",,,"A written composition"
"3852","BK","06","a","01",,"Parts of a written composition"
"3853","BK","06","a","02",,"Extract"
"3854","BK","06","a","03",,"A compilation"
"3855","BK","06","b",,,"Writer/author"
"3856","BK","06","c",,,"Art/occupation of writer/author"
"3857","BK","06","d",,,"Literary world"
"3858","BK","06","e",,,"Style of language/writing"
"3859","BK","06","e","01",,"Clarity"
"3860","BK","06","e","02",,"Obscurity"
"3861","BK","06","e","03",,"Conciseness"
"3862","BK","06","e","04",,"Copiousness"
"3863","BK","06","e","05",,"Vigour/force"
"3864","BK","06","e","06",,"Weakness/feebleness"
"3865","BK","06","e","07",,"Plainness"
"3866","BK","06","e","08",,"Ornateness"
"3867","BK","06","e","09",,"Elegance"
"3868","BK","06","e","10",,"Inelegance"
"3869","BK","06","e","11",,"Figure of speech"
"3870","BK","06","f",,,"Poetry"
"3871","BK","06","f","01",,"Poem/piece of poetry"
"3872","BK","06","f","02",,"Part of poem"
"3873","BK","06","f","03",,"Versification"
"3874","BK","06","f","03","a","Rhyme"
"3875","BK","06","f","03","b","Metre"
"3876","BK","06","f","03","c","Rhythm"
"3877","BK","06","f","04",,"Recitation of poetry"
"3878","BK","06","f","05",,"Study of poetry"
"3879","BK","06","f","06",,"Poet"
"3880","BK","06","g",,,"Prose"
"3881","BK","06","g","01",,"Non-fiction"
"3882","BK","06","g","01","a","Treatise/dissertation"
"3883","BK","06","g","01","b","Summary/epitome"
"3884","BK","06","g","02",,"Essay"
"3885","BK","06","g","03",,"Narrative/story"
"3886","BK","06","g","03","a","Historical narrative"
"3887","BK","06","g","03","b","Biography"
"3888","BK","06","g","03","c","Legend/folk-tale"
"3889","BK","06","g","03","d","Fiction"
"3890","BK","06","g","03","e","Mythology"
"3891","BK","06","g","03","f","Parable/allegory/apologue"
"3892","BK","06","g","03","g","Romance"
"3893","BK","06","g","03","h","Novel"
"3894","BK","06","g","03","i","Science fiction, etc."
"3895","BK","06","h",,,"Literary and textual criticism"
"3896","BK","06","h","01",,"Literary criticism"
"3897","BK","06","h","02",,"Textual criticism"
"3898","BK","07",,,,"Performance arts"
"3899","BK","07","a",,,"Performer"
"3900","BK","07","b",,,"The theatre/the stage"
"3901","BK","07","b","01",,"The staging of a theatrical production"
"3902","BK","07","b","02",,"A theatre"
"3903","BK","07","b","02","a","Stage"
"3904","BK","07","b","02","b","Auditorium"
"3905","BK","07","b","02","c","Theatrical equipment/accessories"
"3906","BK","07","b","03",,"Theatre-going"
"3907","BK","07","b","03","a","Theatre-goer"
"3908","BK","07","c",,,"Drama"
"3909","BK","07","c","01",,"A play"
"3910","BK","07","c","02",,"Playwriting"
"3911","BK","07","c","03",,"Written/printed text"
"3912","BK","07","c","04",,"Part/character"
"3913","BK","07","c","05",,"Acting"
"3914","BK","07","c","06",,"Actor"
"3915","BK","07","c","07",,"Mime"
"3916","BK","07","c","08",,"Pantomime"
"3917","BK","07","c","09",,"Puppetry"
"3918","BK","07","d",,,"Variety, etc."
"3919","BK","07","e",,,"Performance of jester/comedian"
"3920","BK","07","f",,,"Circus performance"
"3921","BK","07","g",,,"Acrobatic performance"
"3922","BK","07","h",,,"Legerdemain, etc."
"3923","BK","07","i",,,"A public show/spectacle"
"3924","BK","07","j",,,"Optical shows"
"3925","BK","07","k",,,"Cinematography"
"3926","BK","07","k","01",,"Film show"
"3927","BK","07","k","01","a","A cinema"
"3928","BK","07","k","02",,"A film"
"3929","BK","07","k","02","a","Screenplay/script"
"3930","BK","07","k","02","b","Actors/characters"
"3931","BK","07","k","03",,"Filming"
"3932","BK","07","k","03","a","Filming unit/team"
"3933","BK","07","k","03","b","Special techniques"
"3934","BK","07","k","03","c","Special effect"
"3935","BK","07","k","03","d","Shot"
"3936","BK","07","k","03","e","Filming equipment"
"3937","BK","07","k","04",,"Editing"
"3938","BK","07","k","05",,"Printing"
"3939","BK","07","k","06",,"Projection"
"3940","BK","08",,,,"Sport"
"3941","BK","08","a",,,"Match/competition"
"3942","BK","08","b",,,"Player/sportsman"
"3943","BK","08","c",,,"Types of play/actions/postures"
"3944","BK","08","d",,,"Winning/losing/scoring"
"3945","BK","08","e",,,"Recording score"
"3946","BK","08","f",,,"Judging/ umpiring"
"3947","BK","08","g",,,"Training"
"3948","BK","08","h",,,"Scouting/selecting"
"3949","BK","08","i",,,"Supporting"
"3950","BK","08","j",,,"Broadcasting"
"3951","BK","08","k",,,"Place for sports/games"
"3952","BK","08","l",,,"Athletics"
"3953","BK","08","m",,,"Gymnastics"
"3954","BK","08","m","01",,"Exercise"
"3955","BK","08","n",,,"Fighting sports"
"3956","BK","08","n","01",,"Wrestling"
"3957","BK","08","n","02",,"Boxing"
"3958","BK","08","n","03",,"Martial arts"
"3959","BK","08","n","04",,"Jousting/tilting"
"3960","BK","08","n","05",,"Fencing"
"3961","BK","08","n","06",,"Gladiatorial combat"
"3962","BK","08","o",,,"Fighting/baiting animals"
"3963","BK","08","o","01",,"Bull-fighting/bull-fight"
"3964","BK","08","o","02",,"Fighting between animals"
"3965","BK","08","o","03",,"Animal baiting"
"3966","BK","08","p",,,"Competitive shooting"
"3967","BK","08","p","01",,"Archery"
"3968","BK","08","q",,,"Racing/race"
"3969","BK","08","q","01",,"Racing on foot"
"3970","BK","08","q","02",,"Swimming race"
"3971","BK","08","q","03",,"Horse-racing"
"3972","BK","08","q","04",,"Greyhound racing"
"3973","BK","08","q","05",,"Racing with vehicles"
"3974","BK","08","q","05","a","Motor-racing"
"3975","BK","08","q","05","b","Bicycle-race"
"3976","BK","08","q","06",,"Boat-racing/race"
"3977","BK","08","r",,,"Mountaineering/climbing"
"3978","BK","08","s",,,"Equestrian sports except racing"
"3979","BK","08","t",,,"Water-sports except racing"
"3980","BK","08","t","01",,"Swimming"
"3981","BK","08","t","02",,"Yachting and sailing"
"3982","BK","08","t","03",,"Surfing"
"3983","BK","08","u",,,"Winter sports"
"3984","BK","08","u","01",,"Skiing"
"3985","BK","08","u","02",,"Skating"
"3986","BK","08","u","03",,"Curling"
"3987","BK","08","u","04",,"Ice hockey"
"3988","BK","08","v",,,"Ball game"
"3989","BK","08","v","01",,"Characteristics of team ball games"
"3990","BK","08","v","02",,"Hand-ball, etc."
"3991","BK","08","v","03",,"Basketball"
"3992","BK","08","v","04",,"Football"
"3993","BK","08","v","04","a","Association football"
"3994","BK","08","v","04","b","Rugby football"
"3995","BK","08","v","04","c","American football"
"3996","BK","08","v","05",,"Hockey"
"3997","BK","08","v","05","a","Hurling, shinty, and other games similar to hockey"
"3998","BK","08","v","06",,"Baseball"
"3999","BK","08","v","06","a","Baseball player"
"4000","BK","08","v","06","b","Baseball ground"
"4001","BK","08","v","07",,"Cricket"
"4002","BK","08","v","07","a","Batting"
"4003","BK","08","v","07","b","Dismissal of batsman"
"4004","BK","08","v","07","c","Bowling"
"4005","BK","08","v","07","d","Fielding"
"4006","BK","08","v","07","e","Cricketer"
"4007","BK","08","v","07","f","Umpiring and scoring"
"4008","BK","08","v","07","g","Cricket equipment"
"4009","BK","08","v","07","h","Cricket-ground"
"4010","BK","08","v","08",,"Racket games"
"4011","BK","08","v","08","a","Rackets"
"4012","BK","08","v","08","b","Real tennis"
"4013","BK","08","v","08","c","Lawn-tennis"
"4014","BK","08","v","09",,"Golf"
"4015","BK","08","v","10",,"Croquet"
"4016","BK","08","v","11",,"Bowls/bowling"
"4017","BK","08","v","12",,"Ninepins/ten-pins"
"4018","BK","09",,,,"Dancing"
"4019","BK","09","a",,,"Dancer generally"
"4020","BK","09","b",,,"Dancing-school/class"
"4021","BK","09","c",,,"Ball/dance"
"4022","BK","09","d",,,"Place for dancing"
"4023","BK","09","e",,,"Style/manner of dancing"
"4024","BK","09","f",,,"Folk-dance/-dancing"
"4025","BK","09","g",,,"Country-dance/-dancing"
"4026","BK","09","h",,,"Ball-room dancing"
"4027","BK","09","i",,,"Lively dances"
"4028","BK","09","j",,,"Shaking/jiving dances"
"4029","BK","09","k",,,"War-dance"
"4030","BK","09","l",,,"Morris-dance"
"4031","BK","09","m",,,"Movements/steps"
"4032","BK","09","n",,,"Ballet"
"4033","BK","09","o",,,"Modern dance"
